"CardNo","StartDate","Pentad","year","obs"
"1940_3340_002024_20101213",2010-12-13,"3340_1940",2010,1
"1940_3342_002022_20100603",2010-06-03,"3340_1940",2010,0
"1950_3350_002024_20101011",2010-10-11,"3350_1950",2010,1
"1950_3450_002022_20100623",2010-06-23,"3400_1950",2010,0
"1955_3355_002025_20101026",2010-10-26,"3355_1955",2010,1
"1955_3355_002025_20101111",2010-11-11,"3355_1955",2010,0
"1955_3355_002025_20101215",2010-12-15,"3355_1955",2010,1
"2005_3350_002023_20100204",2010-02-04,"3350_2005",2010,0
"2020_3345_002024_20101215",2010-12-15,"3345_2020",2010,1
"2025_2850_001868_20101204",2010-12-04,"2505_2850",2010,1
"2040_2930_001588_20100318",2010-03-18,"2940_2930",2010,1
"2100_2730_000901_20100927",2010-09-27,"3100_2730",2010,0
"2205_2935_010532_20100421",2010-04-21,"2205_2935",2010,0
"2205_2935_010532_20100429",2010-04-29,"2205_2935",2010,0
"2205_2935_010532_20100504",2010-05-04,"2205_2935",2010,0
"2205_2935_010532_20100615",2010-06-15,"2205_2935",2010,0
"2205_2935_010532_20100630",2010-06-30,"2205_2935",2010,0
"2210_2905_000283_20100408",2010-04-08,"2210_2905",2010,0
"2210_2910_000270_20100318",2010-03-18,"2210_2910",2010,0
"2210_2910_000283_20100408",2010-04-08,"2210_2910",2010,1
"2210_2910_001651_20100911",2010-09-11,"2210_2910",2010,0
"2210_2910_002043_20101123",2010-11-23,"2210_2910",2010,0
"2210_2910_010210_20100430",2010-04-30,"2210_2910",2010,1
"2210_2910_010622_20100104",2010-01-04,"2210_2910",2010,0
"2210_2910_010695_20100405",2010-04-05,"2210_2910",2010,0
"2210_2910_010742_20100803",2010-08-03,"2210_2910",2010,0
"2210_2910_011707_20101217",2010-12-17,"2210_2910",2010,0
"2210_2915_001692_20100930",2010-09-30,"2210_2915",2010,1
"2210_2915_010536_20100520",2010-05-20,"2210_2915",2010,0
"2210_2915_010536_20100621",2010-06-21,"2210_2915",2010,0
"2210_2915_010536_20100704",2010-07-04,"2210_2915",2010,0
"2210_2915_010696_20100808",2010-08-08,"2210_2915",2010,0
"2210_2920_000270_20100316",2010-03-16,"2210_2920",2010,0
"2210_2920_000270_20100317",2010-03-17,"2210_2920",2010,0
"2210_2920_000270_20100319",2010-03-19,"2210_2920",2010,0
"2210_2920_000270_20100321",2010-03-21,"2210_2920",2010,0
"2210_2920_000283_20100408",2010-04-08,"2210_2920",2010,0
"2210_2920_001651_20100909",2010-09-09,"2210_2920",2010,1
"2210_2920_002043_20101122",2010-11-22,"2210_2920",2010,0
"2210_2920_010210_20100501",2010-05-01,"2210_2920",2010,1
"2210_2920_010622_20100106",2010-01-06,"2210_2920",2010,0
"2210_2920_010695_20100406",2010-04-06,"2210_2920",2010,0
"2210_2920_010696_20100807",2010-08-07,"2210_2920",2010,0
"2210_2920_010742_20100801",2010-08-01,"2210_2920",2010,1
"2210_2920_011372_20101213",2010-12-13,"2210_2920",2010,0
"2210_2920_011497_20100320",2010-03-20,"2210_2920",2010,0
"2210_2920_011707_20101217",2010-12-17,"2210_2920",2010,0
"2210_2925_002043_20101123",2010-11-23,"2210_2925",2010,0
"2210_2925_010210_20100502",2010-05-02,"2210_2925",2010,0
"2210_2925_011372_20101214",2010-12-14,"2210_2925",2010,0
"2210_2930_010532_20100703",2010-07-03,"2210_2930",2010,0
"2210_2935_010532_20100526",2010-05-26,"2210_2935",2010,0
"2210_2935_010532_20100615",2010-06-15,"2210_2935",2010,0
"2210_2935_010532_20100714",2010-07-14,"2210_2935",2010,0
"2210_2935_010532_20100804",2010-08-04,"2210_2935",2010,0
"2210_2940_010532_20100330",2010-03-30,"2210_2940",2010,0
"2210_2940_010532_20100413",2010-04-13,"2210_2940",2010,0
"2210_2940_010532_20100420",2010-04-20,"2210_2940",2010,0
"2210_2940_010532_20100428",2010-04-28,"2210_2940",2010,0
"2210_2940_010532_20100504",2010-05-04,"2210_2940",2010,0
"2210_2940_010532_20100525",2010-05-25,"2210_2940",2010,0
"2210_2940_010532_20100608",2010-06-08,"2210_2940",2010,0
"2210_2940_010532_20100614",2010-06-14,"2210_2940",2010,0
"2210_2940_010532_20100625",2010-06-25,"2210_2940",2010,0
"2210_2940_010532_20100629",2010-06-29,"2210_2940",2010,0
"2210_2940_010532_20100803",2010-08-03,"2210_2940",2010,0
"2210_2955_010718_20101127",2010-11-27,"2210_2955",2010,0
"2215_2910_001692_20100930",2010-09-30,"2215_2910",2010,0
"2215_2910_002043_20101125",2010-11-25,"2215_2910",2010,0
"2215_2950_010532_20100727",2010-07-27,"2215_2950",2010,0
"2215_2955_010532_20100622",2010-06-22,"2215_2955",2010,0
"2215_3105_010330_20100605",2010-06-05,"2215_3105",2010,0
"2220_2855_011071_20100909",2010-09-09,"2220_2855",2010,0
"2220_2955_010532_20100601",2010-06-01,"2220_2955",2010,0
"2220_2955_010532_20100721",2010-07-21,"2220_2955",2010,0
"2220_3015_010650_20100218",2010-02-18,"2220_3015",2010,0
"2220_3015_010650_20100826",2010-08-26,"2220_3015",2010,0
"2220_3015_010650_20100901",2010-09-01,"2220_3015",2010,0
"2220_3015_010650_20100905",2010-09-05,"2220_3015",2010,0
"2220_3015_010650_20100909",2010-09-09,"2220_3015",2010,0
"2220_3015_010650_20100922",2010-09-22,"2220_3015",2010,0
"2220_3020_010650_20100215",2010-02-15,"2220_3020",2010,0
"2220_3020_010650_20100827",2010-08-27,"2220_3020",2010,0
"2220_3020_010650_20100901",2010-09-01,"2220_3020",2010,0
"2220_3020_010650_20100909",2010-09-09,"2220_3020",2010,0
"2220_3020_010650_20100919",2010-09-19,"2220_3020",2010,0
"2220_3020_010650_20101106",2010-11-06,"3245_2805",2010,0
"2220_3105_010248_20100406",2010-04-06,"2220_3105",2010,0
"2220_3105_010330_20100602",2010-06-02,"2220_3105",2010,1
"2220_3105_010330_20101202",2010-12-02,"2220_3105",2010,1
"2220_3105_010330_20101210",2010-12-10,"2220_3105",2010,1
"2220_3110_010053_20100304",2010-03-04,"2220_3110",2010,0
"2220_3110_010330_20100126",2010-01-26,"2220_3110",2010,0
"2220_3110_010330_20100211",2010-02-11,"2220_3110",2010,0
"2220_3110_010330_20100531",2010-05-31,"2220_3110",2010,0
"2220_3110_010330_20100605",2010-06-05,"2220_3110",2010,0
"2220_3110_010330_20101202",2010-12-02,"2220_3110",2010,0
"2220_3110_010330_20101209",2010-12-09,"2220_3110",2010,0
"2220_3115_010330_20100214",2010-02-14,"2220_3115",2010,0
"2220_3115_010330_20100603",2010-06-03,"2220_3115",2010,0
"2220_3115_010330_20101210",2010-12-10,"2220_3115",2010,0
"2225_2845_010695_20100402",2010-04-02,"2225_2845",2010,0
"2225_2855_010338_20100920",2010-09-20,"2225_2855",2010,0
"2225_2855_010692_20100918",2010-09-18,"2225_2855",2010,0
"2225_3015_010650_20100220",2010-02-20,"2225_3015",2010,0
"2225_3015_010650_20100221",2010-02-21,"2225_3015",2010,0
"2225_3015_010650_20100901",2010-09-01,"2225_3015",2010,0
"2225_3020_010650_20100921",2010-09-21,"2225_3020",2010,0
"2225_3035_000608_20100425",2010-04-25,"2225_3035",2010,0
"2225_3035_010718_20100426",2010-04-26,"2225_3035",2010,0
"2225_3035_010857_20101218",2010-12-18,"2225_3035",2010,0
"2225_3055_010178_20100625",2010-06-25,"2225_3055",2010,0
"2225_3100_002043_20101126",2010-11-26,"2225_3100",2010,0
"2225_3100_010248_20100405",2010-04-05,"2225_3100",2010,0
"2225_3100_010330_20100607",2010-06-07,"2225_3100",2010,0
"2225_3105_010330_20101206",2010-12-06,"2225_3105",2010,0
"2225_3110_000135_20101217",2010-12-17,"2225_3110",2010,0
"2225_3110_000527_20100627",2010-06-27,"2225_3110",2010,0
"2225_3110_000916_20100126",2010-01-26,"2225_3110",2010,0
"2225_3110_000976_20100101",2010-01-01,"2225_3110",2010,0
"2225_3110_000976_20100210",2010-02-10,"2225_3110",2010,0
"2225_3110_001170_20100201",2010-02-01,"3345_1825",2010,1
"2225_3110_001475_20101006",2010-10-06,"2225_3110",2010,0
"2225_3110_001623_20100205",2010-02-05,"2225_3110",2010,1
"2225_3110_001858_20101216",2010-12-16,"2225_3110",2010,0
"2225_3110_002043_20101128",2010-11-28,"2225_3110",2010,0
"2225_3110_010049_20100902",2010-09-02,"2225_3110",2010,0
"2225_3110_010058_20100128",2010-01-28,"2225_3110",2010,0
"2225_3110_010101_20100207",2010-02-07,"2225_3110",2010,0
"2225_3110_010330_20100212",2010-02-12,"2225_3110",2010,0
"2225_3110_010330_20100604",2010-06-04,"2225_3110",2010,0
"2225_3110_010330_20100618",2010-06-18,"2225_3110",2010,0
"2225_3110_010330_20101204",2010-12-04,"2225_3110",2010,1
"2225_3110_010330_20101211",2010-12-11,"2225_3110",2010,0
"2225_3110_010478_20100206",2010-02-06,"2225_3110",2010,0
"2225_3110_011372_20101211",2010-12-11,"2225_3110",2010,0
"2225_3110_011707_20101220",2010-12-20,"2225_3110",2010,0
"2225_3115_000135_20101217",2010-12-17,"2225_3115",2010,0
"2225_3115_000527_20100627",2010-06-27,"2225_3115",2010,0
"2225_3115_000916_20100124",2010-01-24,"2225_3115",2010,0
"2225_3115_000976_20100101",2010-01-01,"2225_3115",2010,0
"2225_3115_000976_20100210",2010-02-10,"2225_3115",2010,0
"2225_3115_001623_20100205",2010-02-05,"2225_3115",2010,1
"2225_3115_001858_20101217",2010-12-17,"2225_3115",2010,0
"2225_3115_002043_20101128",2010-11-28,"2225_3115",2010,0
"2225_3115_010049_20100904",2010-09-04,"2225_3115",2010,0
"2225_3115_010101_20100207",2010-02-07,"2225_3115",2010,0
"2225_3115_010330_20101203",2010-12-03,"2225_3115",2010,0
"2225_3115_010478_20100206",2010-02-06,"2225_3115",2010,0
"2225_3115_010716_20100930",2010-09-30,"2225_3115",2010,0
"2225_3115_011084_20101023",2010-10-23,"2225_3115",2010,0
"2225_3115_011372_20101212",2010-12-12,"2225_3115",2010,0
"2225_3115_011707_20101220",2010-12-20,"2225_3115",2010,0
"2230_2835_010695_20100305",2010-03-05,"2230_2835",2010,1
"2230_2850_010316_20100109",2010-01-09,"2230_2850",2010,0
"2230_3020_000608_20100426",2010-04-26,"2230_3020",2010,0
"2230_3020_010718_20100424",2010-04-24,"2230_3020",2010,0
"2230_3045_002254_20101217",2010-12-17,"2230_3045",2010,0
"2230_3045_010857_20101216",2010-12-16,"2230_3045",2010,0
"2230_3055_010178_20100626",2010-06-26,"2230_3055",2010,0
"2230_3100_010178_20100626",2010-06-26,"2230_3100",2010,0
"2230_3110_001858_20101216",2010-12-16,"2230_3110",2010,0
"2235_2815_000935_20100613",2010-06-13,"2235_2815",2010,0
"2235_2850_010316_20100119",2010-01-19,"2235_2850",2010,0
"2235_2955_010178_20100629",2010-06-29,"2235_2955",2010,0
"2235_3010_000002_20100724",2010-07-24,"2235_3010",2010,0
"2235_3010_010622_20100710",2010-07-10,"2235_3010",2010,0
"2235_3010_011372_20101212",2010-12-12,"2235_3010",2010,0
"2235_3020_000608_20100424",2010-04-24,"2235_3020",2010,1
"2235_3020_010718_20100424",2010-04-24,"2235_3020",2010,1
"2235_3025_000608_20100425",2010-04-25,"2235_3025",2010,0
"2235_3030_000608_20100425",2010-04-25,"2235_3030",2010,0
"2235_3030_001858_20101215",2010-12-15,"2235_3030",2010,0
"2235_3030_010718_20100426",2010-04-26,"2235_3030",2010,0
"2235_3030_010857_20101218",2010-12-18,"2235_3030",2010,0
"2235_3050_010857_20101217",2010-12-17,"2235_3050",2010,0
"2235_3055_001858_20101218",2010-12-18,"2235_3055",2010,0
"2235_3105_000135_20101217",2010-12-17,"2235_3105",2010,0
"2235_3105_000976_20100209",2010-02-09,"2235_3105",2010,1
"2235_3105_001858_20101216",2010-12-16,"2235_3105",2010,0
"2235_3105_002043_20101130",2010-11-30,"2235_3105",2010,1
"2235_3110_000135_20101217",2010-12-17,"2235_3110",2010,0
"2235_3110_000229_20100306",2010-03-06,"2235_3110",2010,1
"2235_3110_000527_20100627",2010-06-27,"2235_3110",2010,1
"2235_3110_001858_20101216",2010-12-16,"2235_3110",2010,0
"2235_3110_010051_20101231",2010-12-31,"2235_3110",2010,0
"2235_3110_010716_20100929",2010-09-29,"2235_3110",2010,1
"2240_2810_011079_20100314",2010-03-14,"2240_2810",2010,1
"2240_2825_000110_20101026",2010-10-26,"2240_2825",2010,0
"2240_2840_011308_20101203",2010-12-03,"2240_2840",2010,0
"2240_2845_011308_20100114",2010-01-14,"2240_2845",2010,0
"2240_2845_011308_20100128",2010-01-28,"2240_2845",2010,0
"2240_2845_011308_20100930",2010-09-30,"2240_2845",2010,0
"2240_2845_011308_20101007",2010-10-07,"2240_2845",2010,0
"2240_2845_011308_20101014",2010-10-14,"2240_2845",2010,0
"2240_2845_011308_20101028",2010-10-28,"2240_2845",2010,0
"2240_2845_011308_20101130",2010-11-30,"2240_2845",2010,0
"2240_2905_000283_20100408",2010-04-08,"2240_2905",2010,0
"2240_3045_010623_20100626",2010-06-26,"2240_3045",2010,0
"2240_3045_010692_20101128",2010-11-28,"2240_3045",2010,0
"2240_3045_010696_20100805",2010-08-05,"2240_3045",2010,0
"2240_3045_010857_20101218",2010-12-18,"2240_3045",2010,0
"2240_3045_011631_20100725",2010-07-25,"2240_3045",2010,0
"2240_3045_011631_20100903",2010-09-03,"2240_3045",2010,0
"2240_3045_011707_20101227",2010-12-27,"2240_3045",2010,0
"2240_3055_000135_20101219",2010-12-19,"2240_3055",2010,0
"2240_3055_000527_20100626",2010-06-26,"2240_3055",2010,0
"2240_3055_000976_20100208",2010-02-08,"2240_3055",2010,0
"2240_3055_001623_20100205",2010-02-05,"2240_3055",2010,0
"2240_3055_001858_20101218",2010-12-18,"2240_3055",2010,0
"2240_3055_010051_20101231",2010-12-31,"2240_3055",2010,0
"2240_3055_011707_20101226",2010-12-26,"2240_3055",2010,0
"2240_3100_000135_20101216",2010-12-16,"2240_3100",2010,0
"2240_3100_000527_20100626",2010-06-26,"2240_3100",2010,0
"2240_3100_000976_20100208",2010-02-08,"2240_3100",2010,0
"2240_3100_001623_20100204",2010-02-04,"2240_3100",2010,1
"2240_3100_001651_20100524",2010-05-24,"2240_3100",2010,0
"2240_3100_001651_20100913",2010-09-13,"2240_3100",2010,0
"2240_3100_001858_20101216",2010-12-16,"2240_3100",2010,0
"2240_3100_002043_20101130",2010-11-30,"2240_3100",2010,0
"2240_3100_010049_20100901",2010-09-01,"2240_3100",2010,0
"2240_3100_010051_20101230",2010-12-30,"2240_3100",2010,0
"2240_3100_010101_20100205",2010-02-05,"2240_3100",2010,0
"2240_3100_010478_20100205",2010-02-05,"2240_3100",2010,0
"2240_3100_010610_20100205",2010-02-05,"2240_3100",2010,0
"2240_3100_010698_20100120",2010-01-20,"2240_3100",2010,1
"2240_3100_010716_20100928",2010-09-28,"2240_3100",2010,0
"2240_3100_010742_20100128",2010-01-28,"2240_3100",2010,0
"2240_3100_010742_20100205",2010-02-05,"2240_3100",2010,0
"2240_3100_010768_20100801",2010-08-01,"2240_3100",2010,0
"2240_3100_011138_20100924",2010-09-24,"2240_3100",2010,0
"2240_3100_011707_20101227",2010-12-27,"2240_3100",2010,0
"2240_3105_000135_20101217",2010-12-17,"2240_3105",2010,0
"2240_3105_000229_20100304",2010-03-04,"2240_3105",2010,0
"2240_3105_001858_20101216",2010-12-16,"2240_3105",2010,0
"2240_3105_010101_20100205",2010-02-05,"2240_3105",2010,0
"2240_3110_001858_20101217",2010-12-17,"2240_3110",2010,0
"2245_2840_011308_20101021",2010-10-21,"2245_2840",2010,0
"2245_2845_011308_20100610",2010-06-10,"2245_2845",2010,0
"2245_2845_011308_20100624",2010-06-24,"2245_2845",2010,0
"2245_2845_011308_20100708",2010-07-08,"2245_2845",2010,0
"2245_2845_011308_20101104",2010-11-04,"2245_2845",2010,0
"2245_2845_011308_20101111",2010-11-11,"2245_2845",2010,0
"2245_2845_011308_20101201",2010-12-01,"2245_2845",2010,0
"2245_2955_010532_20100824",2010-08-24,"2245_2955",2010,0
"2245_3105_000135_20101218",2010-12-18,"2245_3105",2010,0
"2245_3105_001858_20101217",2010-12-17,"2245_3105",2010,0
"2245_3110_000135_20101218",2010-12-18,"2245_3110",2010,1
"2245_3110_001858_20101217",2010-12-17,"2245_3110",2010,0
"2245_3110_010101_20100205",2010-02-05,"2245_3110",2010,0
"2245_3115_001623_20100206",2010-02-06,"2245_3115",2010,0
"2250_2800_010942_20100910",2010-09-10,"2250_2800",2010,0
"2250_3110_010101_20100205",2010-02-05,"2250_3110",2010,0
"2250_3110_010610_20100205",2010-02-05,"2250_3110",2010,0
"2250_3115_000229_20100304",2010-03-04,"2250_3115",2010,0
"2255_2755_010868_20101220",2010-12-20,"2255_2755",2010,0
"2255_2900_000283_20100407",2010-04-07,"2255_2900",2010,0
"2255_2905_000283_20100406",2010-04-06,"2255_2905",2010,0
"2255_2905_011071_20100226",2010-02-26,"2255_2905",2010,0
"2255_2935_011071_20100702",2010-07-02,"2255_2935",2010,0
"2255_2945_011060_20100821",2010-08-21,"2255_2945",2010,0
"2255_2950_011060_20100821",2010-08-21,"2255_2950",2010,1
"2255_2955_010692_20101024",2010-10-24,"2255_2955",2010,0
"2255_3000_010692_20101023",2010-10-23,"2255_3000",2010,0
"2255_3025_011071_20101007",2010-10-07,"2255_3025",2010,0
"2255_3040_002254_20101219",2010-12-19,"2255_3040",2010,0
"2255_3055_002187_20101005",2010-10-05,"2255_3055",2010,0
"2255_3110_001275_20100210",2010-02-10,"2255_3110",2010,1
"2255_3110_001475_20101005",2010-10-05,"2255_3110",2010,0
"2255_3110_010101_20100204",2010-02-04,"2255_3110",2010,0
"2255_3110_010610_20100205",2010-02-05,"2255_3110",2010,0
"2255_3115_000527_20100622",2010-06-22,"2255_3115",2010,0
"2255_3115_001275_20100208",2010-02-08,"2255_3115",2010,0
"2255_3115_001371_20100716",2010-07-16,"2255_3115",2010,0
"2255_3115_002043_20101201",2010-12-01,"2255_3115",2010,0
"2255_3115_010101_20100204",2010-02-04,"2255_3115",2010,0
"2255_3115_010610_20100204",2010-02-04,"2255_3115",2010,0
"2255_3115_011707_20101225",2010-12-25,"2255_3115",2010,0
"2260_2750_010651_20100402",2010-04-02,"2300_2750",2010,0
"2300_2760_000195_20101010",2010-10-10,"3300_2750",2010,1
"2300_2830_000597_20101202",2010-12-02,"2300_2830",2010,0
"2300_2850_000283_20100407",2010-04-07,"2300_2850",2010,0
"2300_2900_000283_20100407",2010-04-07,"2300_2900",2010,0
"2300_2905_000283_20100406",2010-04-06,"2300_2905",2010,0
"2300_2940_011010_20101205",2010-12-05,"2300_2940",2010,0
"2300_2945_010058_20100107",2010-01-07,"2300_2945",2010,0
"2300_2945_011497_20100312",2010-03-12,"2300_2945",2010,0
"2300_2950_000614_20100817",2010-08-17,"2300_2950",2010,0
"2300_2950_000614_20101021",2010-10-21,"2300_2950",2010,0
"2300_2950_010021_20101231",2010-12-31,"2300_2950",2010,0
"2300_3000_000270_20100313",2010-03-13,"2300_3000",2010,1
"2300_3000_000270_20100314",2010-03-14,"2300_3000",2010,0
"2300_3000_001858_20101215",2010-12-15,"2300_3000",2010,0
"2300_3000_002187_20100920",2010-09-20,"2300_3000",2010,0
"2300_3000_011431_20100207",2010-02-07,"2300_3000",2010,0
"2300_3000_011431_20100606",2010-06-06,"2300_3000",2010,0
"2300_3005_011431_20100307",2010-03-07,"2300_3005",2010,1
"2300_3005_011431_20100418",2010-04-18,"2300_3005",2010,1
"2300_3010_011431_20100205",2010-02-05,"2300_3010",2010,0
"2300_3010_011431_20101114",2010-11-14,"2300_3010",2010,1
"2300_3015_011431_20100704",2010-07-04,"2300_3015",2010,1
"2300_3115_010741_20100123",2010-01-23,"2300_3115",2010,0
"2300_3120_000976_20100211",2010-02-11,"2300_3120",2010,0
"2300_3120_001275_20100208",2010-02-08,"2300_3120",2010,0
"2300_3120_001428_20100725",2010-07-25,"2300_3120",2010,0
"2300_3120_010101_20100204",2010-02-04,"2300_3120",2010,0
"2300_3120_010610_20100204",2010-02-04,"2300_3120",2010,0
"2300_3120_010942_20100908",2010-09-08,"2300_3120",2010,0
"2300_3120_011707_20101225",2010-12-25,"2300_3120",2010,0
"2305_2955_000272_20100320",2010-03-20,"2305_2955",2010,0
"2305_3000_011431_20100130",2010-01-30,"2305_3000",2010,0
"2305_3000_011431_20100227",2010-02-27,"2305_3000",2010,0
"2305_3000_011431_20100314",2010-03-14,"2305_3000",2010,0
"2305_3000_011431_20100404",2010-04-04,"2305_3000",2010,0
"2305_3000_011431_20100502",2010-05-02,"2305_3000",2010,0
"2305_3000_011431_20101024",2010-10-24,"2305_3000",2010,0
"2305_3005_000229_20100309",2010-03-09,"2305_3005",2010,0
"2305_3005_001858_20101219",2010-12-17,"2305_3005",2010,0
"2305_3005_002187_20101025",2010-10-25,"2305_3005",2010,0
"2305_3010_011431_20100321",2010-03-21,"2305_3010",2010,0
"2305_3010_011431_20101211",2010-12-11,"2305_3010",2010,0
"2305_3015_011431_20100926",2010-09-26,"2305_3015",2010,0
"2305_3120_000051_20100331",2010-03-31,"2305_3120",2010,0
"2305_3120_000229_20100302",2010-03-02,"2305_3120",2010,0
"2305_3120_000976_20100211",2010-02-11,"2305_3120",2010,0
"2305_3120_001275_20100209",2010-02-09,"2305_3120",2010,0
"2305_3120_010051_20101229",2010-12-29,"2305_3120",2010,0
"2305_3120_010942_20100907",2010-09-07,"2305_3120",2010,0
"2305_3125_000051_20100330",2010-03-30,"2305_3125",2010,0
"2305_3125_000135_20101218",2010-12-18,"2305_3125",2010,0
"2305_3125_000229_20100228",2010-02-28,"2305_3125",2010,0
"2305_3125_000527_20100620",2010-06-20,"2305_3125",2010,0
"2305_3125_000527_20100625",2010-06-25,"2305_3125",2010,0
"2305_3125_000916_20100127",2010-01-27,"2305_3125",2010,0
"2305_3125_000976_20100211",2010-02-11,"2305_3125",2010,0
"2305_3125_001275_20100207",2010-02-07,"2305_3125",2010,0
"2305_3125_001371_20100716",2010-07-16,"2305_3125",2010,0
"2305_3125_001428_20100723",2010-07-23,"2305_3125",2010,0
"2305_3125_001651_20100527",2010-05-27,"2305_3125",2010,0
"2305_3125_001651_20100916",2010-09-16,"2305_3125",2010,0
"2305_3125_002043_20101201",2010-12-01,"2305_3125",2010,0
"2305_3125_010051_20101229",2010-12-29,"2305_3125",2010,0
"2305_3125_010058_20100130",2010-01-30,"2305_3125",2010,0
"2305_3125_010101_20100204",2010-02-04,"2305_3125",2010,0
"2305_3125_010610_20100204",2010-02-04,"2305_3125",2010,0
"2305_3125_010742_20100131",2010-01-31,"2305_3125",2010,0
"2305_3125_010768_20100731",2010-07-31,"2305_3125",2010,0
"2305_3125_011138_20100906",2010-09-06,"2305_3125",2010,0
"2310_2540_000869_20101130",2010-11-30,"3310_2540",2010,0
"2310_2810_000597_20101202",2010-12-02,"2310_2810",2010,0
"2310_2830_000608_20101113",2010-11-13,"2310_2830",2010,0
"2310_2835_000608_20101113",2010-11-13,"2310_2835",2010,0
"2310_2840_000608_20101113",2010-11-13,"2310_2840",2010,0
"2310_3110_000976_20100212",2010-02-12,"2310_3110",2010,0
"2310_3110_001371_20100718",2010-07-18,"2310_3110",2010,0
"2310_3110_001371_20101125",2010-11-25,"2310_3110",2010,0
"2310_3115_000051_20100331",2010-03-31,"2310_3115",2010,0
"2310_3115_000527_20100621",2010-06-21,"2310_3115",2010,0
"2310_3115_000976_20100212",2010-02-12,"2310_3115",2010,0
"2310_3115_001275_20100209",2010-02-09,"2310_3115",2010,0
"2310_3115_001371_20100214",2010-02-14,"2310_3115",2010,0
"2310_3115_001371_20100717",2010-07-17,"2310_3115",2010,0
"2310_3115_001371_20101125",2010-11-25,"2310_3115",2010,0
"2310_3115_001428_20100723",2010-07-23,"2310_3115",2010,0
"2310_3115_011138_20100907",2010-09-07,"2310_3115",2010,0
"2310_3120_000051_20100330",2010-03-30,"2310_3120",2010,0
"2310_3130_000976_20100211",2010-02-11,"2310_3130",2010,0
"2310_3130_001275_20100210",2010-02-10,"2310_3130",2010,0
"2315_2825_000608_20101112",2010-11-12,"2315_2825",2010,0
"2315_2835_000608_20101114",2010-11-14,"2315_2835",2010,0
"2315_2945_000976_20101207",2010-12-07,"2315_2945",2010,0
"2315_3110_001371_20100717",2010-07-17,"2315_3110",2010,1
"2315_3110_001371_20101126",2010-11-26,"2315_3110",2010,1
"2315_3115_000976_20100213",2010-02-13,"2315_3115",2010,0
"2315_3130_000527_20100623",2010-06-23,"2315_3130",2010,0
"2315_3130_000976_20100213",2010-02-13,"2315_3130",2010,0
"2320_2825_000608_20101112",2010-11-12,"2320_2825",2010,0
"2320_2830_000608_20101113",2010-11-13,"2320_2830",2010,0
"2320_2835_000608_20101114",2010-11-14,"2320_2835",2010,0
"2320_2920_010692_20100507",2010-05-07,"2320_2920",2010,0
"2320_2925_010692_20100507",2010-05-07,"2320_2925",2010,0
"2320_2930_010692_20100507",2010-05-07,"2320_2930",2010,0
"2320_2935_010692_20100507",2010-05-07,"2320_2935",2010,0
"2320_3115_000976_20100213",2010-02-13,"2320_3115",2010,0
"2320_3120_000051_20100329",2010-03-29,"2320_3120",2010,0
"2320_3130_000976_20100213",2010-02-13,"2320_3130",2010,1
"2320_3130_001371_20100715",2010-07-15,"2320_3130",2010,0
"2325_2715_010824_20101023",2010-10-23,"2325_2715",2010,1
"2325_2820_000608_20101112",2010-11-12,"2325_2820",2010,0
"2325_2825_000608_20101112",2010-11-12,"2325_2825",2010,0
"2325_3115_000051_20100328",2010-03-28,"2325_3115",2010,0
"2325_3120_000051_20100329",2010-03-29,"2325_3120",2010,0
"2325_3120_000976_20100213",2010-02-13,"2325_3120",2010,0
"2325_3125_000051_20100329",2010-03-29,"2325_3125",2010,0
"2325_3125_000976_20100213",2010-02-13,"2325_3125",2010,0
"2325_3125_001371_20100715",2010-07-15,"2325_3125",2010,0
"2330_2715_010824_20101030",2010-10-30,"2330_2715",2010,0
"2330_2915_010695_20100417",2010-04-17,"2330_2915",2010,1
"2330_2915_011071_20100122",2010-01-22,"2330_2915",2010,1
"2330_2915_011071_20100217",2010-02-17,"2330_2915",2010,1
"2330_2915_011071_20100224",2010-02-24,"2330_2915",2010,1
"2330_2915_011071_20100305",2010-03-05,"2330_2915",2010,1
"2330_2915_011071_20100310",2010-03-10,"2330_2915",2010,1
"2330_2915_011071_20100327",2010-03-27,"2330_2915",2010,1
"2330_2915_011071_20100414",2010-04-14,"2330_2915",2010,1
"2330_2915_011071_20100504",2010-05-04,"2330_2915",2010,1
"2330_2915_011071_20100706",2010-07-06,"2330_2915",2010,1
"2330_2915_011071_20101025",2010-10-25,"2330_2915",2010,1
"2330_2915_011071_20101219",2010-12-19,"2330_2915",2010,1
"2330_2920_010692_20101016",2010-10-16,"2330_2920",2010,0
"2330_2925_011071_20100717",2010-07-17,"2330_2930",2010,0
"2330_2930_010695_20100717",2010-07-17,"2330_2930",2010,0
"2330_3115_000051_20100330",2010-03-30,"2330_3115",2010,0
"2330_3120_000051_20100327",2010-03-27,"2330_3120",2010,0
"2330_3120_000527_20100620",2010-06-20,"2330_3120",2010,0
"2330_3120_000916_20100129",2010-01-29,"2330_3120",2010,0
"2330_3120_000976_20100213",2010-02-13,"2330_3120",2010,0
"2330_3120_001371_20100223",2010-02-23,"2330_3120",2010,0
"2330_3120_001371_20100517",2010-05-17,"2330_3120",2010,0
"2330_3120_010051_20101228",2010-12-28,"2330_3120",2010,0
"2330_3120_010470_20100313",2010-03-13,"2330_3120",2010,0
"2330_3120_010716_20101003",2010-10-03,"2330_3120",2010,0
"2330_3120_011084_20101022",2010-10-22,"2330_3120",2010,0
